Document Title,Abstract,Year,PDF Link,Authors,Source,label,Round 2,
The Need for a Paradigm Shift in Addressing Privacy Risks in Social Networking Applications,,NA,NA,Stefan Weiss,,yes,y,
Investigating the Role of Trust in Agile Methods Using a Light Weight Systematic Literature Review ,,NA,NA,Eisha Hasnain and Tracy Hall ,"Book Series Lecture Notes in Business Information Processing, Volume 9, Book Agile Processes in Software Engineering and Extreme Programming, Pages 204-207, SpringerLink Date Tuesday, June 10, 2008",yes,y,
A Quantitative Assessment of Requirements Engineering Publications ? 1963?2006 ,,NA,NA,"Alan Davis  , Ann Hickey  , Oscar Dieste  , Natalia Juristo   and Ana Moreno","Book Series Lecture Notes in Computer Science, Volume 4542/2007, Book Requirements Engineering: Foundation for Software Quality, Pages 129-143, SpringerLink Date Thursday, June 28, 2007",yes,y,
A Framework for Understanding the Factors Influencing Pair Programming Success ,,NA,NA,"Mustafa Ally, Fiona Darroch and Mark Toleman","Book Series Lecture Notes in Computer Science, Volume 3556/2005, Book Extreme Programming and Agile Processes in Software Engineering, Pages 82-91, SpringerLink Date Tuesday, May 24, 2005",yes,y,
General principles of construction of knowledge computer systems,,NA,NA,Yu. V. Kapitonova,"Cybernetics and Systems Analysis, Volume 42, Number 4 / July, 2006",yes,n,
Ten Strategies for Successful Distributed Development ,,NA,NA,"Brian Lings, Bj?rn Lundell, P?r J. ègerfalk and Brian Fitzgerald ","Book Series IFIP International Federation for Information Processing, Volume 206/2006, Book The Transfer and Diffusion of Information Technology for Organizational Resilience, Pages 119-137, SpringerLink Date Thursday, August 17, 2006",yes,y,
Looking Back and Looking Forward: Diffusion and Adoption of Information Technology Research in IFIP WG 8.6?Achievements and Future Challenges,,NA,NA,"Amadou Sienou, Elyes Lamine, Achim Karduck and Herv? Pingaud ","Book Series Lecture Notes in Computer Science, Volume 4832/2007, Book Web Information Systems Engineering ? WISE 2007 Workshops, Pages 118-129, SpringerLink Date Thursday, November 22, 2007",yes,y,
Status of Empirical Research in Software Engineering,,NA,NA,Andreas H?fer and Walter F. Tichy ,"Book Series Lecture Notes in Computer Science, Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, Pages 10-19, SpringerLink Date Monday, June 11, 2007",yes,y,
Software Reliability Models: A Selective Survey and New Directions ,,NA,NA,Siddhartha Dalal ,"Handbook of Reliability Engineering, Publisher Springer London, Pages 201-211",yes,y,
Empowering the users? A critical textual analysis of the role of users in open source software development,,NA,NA,Netta Iivari ,"Journal AI & Society, Category Original Article, Journal AI & Society, SpringerLink Date Tuesday, July 29, 2008
SpringerLink Date Tuesday, July 29, 2008",yes,y,
Combining Behaviour and Structure,,NA,NA,Richard Sharp ,"Book Series Lecture Notes in Computer Science, Volume 2963/2004, Book Higher Level Hardware Synthesis, Pages 129-139, SpringerLink Date Friday, March 12, 2004",yes,y,
From Autonomy to AOC ,,NA,NA,"Jiming Liu, Xiaolong Jin and Kwok Ching Tsui","Book Series Multiagent Systems, Artificial Societies, and Simulated Organizations,  Volume 12, Book Autonomy Oriented Computing, Pages 3-14, SpringerLink Date Sunday, July 02, 2006",yes,y,
Evolutionary Scheduling: A Review ,,NA,NA,"Emma Hart, Peter Ross and David Corne ","Journal Genetic Programming and Evolvable Machines, Issue Volume 6, Number 2 / June, 2005, Pages 191-220, SpringerLink Date Thursday, February 17, 2005",yes,y,
"The Brave New World of Ambient Intelligence: An Analysis of Scenarios Regarding Privacy, Identity and Security Issues",,NA,NA,"Michael Friedewald, Elena Vildjiounaite, Yves Punie and David Wright ","Book Series Lecture Notes in Computer Science, Volume 3934/2006, Book Security in Pervasive Computing, Pages 119-133, SpringerLink Date Friday, March 10, 2006",yes,y,
Developing Open Source Software: A Community-Based Analysis of Research ,,NA,NA,"Joseph Feller, Patrick Finnegan, David Kelly and Maurice MacNamara ","Book Series IFIP International Federation for Information Processing, Volume 208/2006, Book Social Inclusion: Societal and Organizational Implications for Information Systems, Pages 261-278, SpringerLink Date Wednesday, September 13, 2006",yes,y,
A Strategic Descriptive Review of the Intelligent Decision-making Support Systems Research: the 1980?2004 Period,,NA,NA,"Manuel Mora, Guisseppi Forgionne, Jatinder Gupta, Leonardo Garrido, Francisco Cervantes and Ovsei Gelman ","Book Series Decision Engineering, Book Intelligent Decision-making Support Systems, Pages 441-462, SpringerLink Date Friday, March 30, 2007",yes,y,
Protocols in the use of empirical software engineering artifacts,,NA,NA,"Victor R. Basili, Marvin V. Zelkowitz, Dag I. K. Sj?berg, Philip Johnson and Anthony J. Cowling ","Empirical Software Engineering, Volume 12, Number 1 / February, 2007",yes,n,
Using Repository of Repositories (RoRs) to Study the Growth of F/OSS Projects: A Meta-Analysis Research Approach,,NA,NA,"Sulayman K. Sowe, L. Angelis, I. Stamelos and Y. Manolopoulos ","Book Series IFIP International Federation for Information Processing, Volume 234/2007, Book Open Source Development, Adoption and Innovation, Pages 147-160, SpringerLink Date Friday, August 10, 2007",yes,n,
How Does a Measurement Programme Evolve in Software Organizations?,,NA,NA,"Lasse Harjumaa, Jouni Markkula and Markku Oivo ","Book Series Lecture Notes in Computer Science, Volume 5089/2008, Book Product-Focused Software Process Improvement, Pages 230-243, SpringerLink Date Tuesday, June 17, 2008",yes,y,
Effective Data Interpretation,,NA,NA,JÅrgen MÅnch ,"Book Series Lecture Notes in Computer Science, Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, Pages 83-90, SpringerLink Date Monday, June 11, 2007",yes,y,
Engineering the Ontology for the SWEBOK: Issues and Techniques,,NA,NA,"Alain Abran, Juan Cuadrado, Elena Garc?a-Barriocanal, Olavo Mendes, Salvador Sònchez-Alonso and Miguel Sicilia ","Book Ontologies for Software Engineering and Software Technology, Pages 103-121, SpringerLink Date Thursday, October 12, 2006",yes,y,
Exploiting ?Interface Capabilities? in Overseas Markets: Lessons from Japanese Mobile Phone Handset Manufacturers in the US ,,NA,NA,Masanori Yasumoto and Takahiro Fujimoto ,"Book Management of Technology and Innovation in Japan, Part II: Pages 143-165, SpringerLink Date Thursday, February 23, 2006",yes,n,
Software Reliability Management: Techniques and Applications,,NA,NA,Mitsuhiro Kimura and Shigeru Yamada ,"Book Handbook of Reliability Engineering, Part Part III, Pages 265-284, SpringerLink Date Tuesday, April 18, 2006",yes,y,
Autonomic and Trusted Computing Paradigms ,,NA,NA,"Xiaolin Li, Hui Kang, Patrick Harrington and Johnson Thomas ","Book Series Lecture Notes in Computer Science, Volume 4158/2006, Book Autonomic and Trusted Computing, Pages 143-152, SpringerLink Date Wednesday, October 04, 2006",yes,y,
Predicting Bugs from History,,NA,NA,"Thomas Zimmermann, Nachiappan Nagappan and Andreas Zeller ","Book Software Evolution, Part I, Pages 69-88, SpringerLink Date Friday, January 25, 2008",yes,n,
Where Is the Proof? - A Review of Experiences from Applying MDE in Industry ,,NA,NA,Parastoo Mohagheghi and Vegard Dehlen ,"Book Series Lecture Notes in Computer Science, Volume 5095/2008, Book Model Driven Architecture ? Foundations and Applications, Pages 432-443, SpringerLink Date Friday, June 06, 2008",yes,y,
Scenario-Based Application Requirements Engineering ,,NA,NA,"Stan BÅhne, GÅnter Halmans, Kim Lauenroth and Klaus Pohl ","Book Software Product Lines, Part 2, Pages 161-194,SpringerLink Date Wednesday, February 07, 2007",yes,y,
Cognitive differences between procedural programming and object oriented programming,,NA,NA,"White, G., Sivitanides, M.","(2005) Information Technology and Management, 6 (4), pp. 333-350. ",yes,y,
On the adaptation of Grounded Theory procedures: Insights from the evolution of the 2G method,,NA,NA,"Lings, B.a , Lundell, B.b ","(2005) Information Technology and People, 18 (3), pp. 196-211. ",yes,n,
"Ethnography, scenario-based observational usability study, and other reviews inform the design of a web-based E-notebook",,NA,NA,"Reimer, Y.J.a c , Douglas, S.A.b ","(2005) Information Technology and People, 18 (3), pp. 196-211. ",yes,y,
Critic systems - Towards human-computer collaborative problem solving,,NA,NA,"Tianfield, H., Wang, R.","Critic systems - Towards human-computer collaborative problem solving
(2004) Artificial Intelligence Review, 22 (4), pp. 271-295. 
",yes,y,
Role of annotation in Electronic Process Guide ,,NA,NA,"Ibrahim, A., Choi, H.-J.","(2007) Proceedings of Future Generation Communication and Networking, FGCN 2007, 1, art. no. 4426306, pp. 569-572. ",yes,y,
Developing an algorithm for si engine diagnosis using parity relations,,NA,NA,"Mostofi, M., Shamekhi, A.H., Ziabasharhagh, M.","(2006) American Society of Mechanical Engineers, Dynamic Systems and Control Division (Publication) DSC, 7 p. ",yes,y,
Development of integrated quality information system for continuous improvement,,NA,NA,"
He, Z., Cui, Q., He, S.
","(2006) ICMIT 2006 Proceedings - 2006 IEEE International Conference on Management of Innovation and Technology, 2, art. no. 4037135, pp. 830-833. Cited 1 time.",yes,n,
Troubleshooting large-scale new product development embedded software projects,,NA,NA,"Kettunen, P.
","(2006) Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 4034 LNCS, pp. 61-78. ",yes,y,
Critical success factors for software process improvement implementation: An empirical study,,NA,NA,"Niazi, M.a b , Wilson, D.c , Zowghi, D.c ","(2006) Software Process Improvement and Practice, 11 (2), pp. 193-211. Cited 6 times.",yes,y,
The evolution of goal-based information modelling: Literature review,,NA,NA,"Boyd, A.J.","(2005) Aslib Proceedings: New Information Perspectives, 57 (6), pp. 523-538. ",yes,y,
Changing perceptions of CASE technology,,NA,NA,"Lundell, B.a , Lings, B.b ","(2004) Journal of Systems and Software, 72 (2), pp. 271-280. Cited 5 times.",yes,y,
For the special issue on qualitative software engineering research,,NA,NA,"1755. Y. Dittrich, M. John, J. Singer, and B. Tessem","Information and Software Technology 49 (6):531-539, 2007.",yes,y,
A Case Study of Reading Techniques in a Software Company,,NA,NA,"By Tomas Berling , Thomas Thelin ","Found in: 2004 International Symposium on Empirical Software Engineering (ISESE'04) ,Issue Date:August 2004 , pp. 229-238",no,,
Reviewing Software Diagrams: A Cognitive Study,,NA,NA,Found in: IEEE Transactions on Software Engineering ,"Found in: IEEE Transactions on Software Engineering, Issue Date:January 2004",no,,
Evidence-Based Software Engineering for Practitioners,,NA,NA,"By Tore Dyba , Barbara A. Kitchenham , Magne Jorgensen ","Found in: IEEE Software , Issue Date:January 2005 , 
pp. 58-65",no,,
"Evidence-Based Software Engineering
",,NA,NA,"By Barbara A. Kitchenham , Tore Dyba , Magne Jorgensen ","Found in: 26th International Conference on Software Engineering (ICSE'04), Issue Date:May 2004 
pp. 273-281",no,,
Search Engine Overlaps : Do they agree or disagree?,,NA,NA,"By John Bailey , Cheng Zhang , David Budgen , Mark Turner , Stuart Charters ","Found in: Second International Workshop on Realising Evidence-Based Software Engineering (REBSE '07) , 
Issue Date:May 2007 , pp. 2",no,,
Peer Reviews in Real Life - Motivators and Demotivators,,NA,NA,"By Lasse Harjumaa , Ilkka Tervonen , Anna Huttunen ","Found in: Fifth International Conference on Quality Software (QSIC'05) 
Issue Date:September 2005 , pp. 29-36",no,,
Determining Inspection Cost-Effectiveness by Combining Project Data and Expert Opinion,,NA,NA,"By Bernd Freimut , Lionel C. Briand , Ferdinand Vollei ","Found in: IEEE Transactions on Software Engineering 
Issue Date:December 2005, pp. 1074-1092",no,,
Assessing Uncertainty of Software Development Effort Estimates: The Learning from Outcome Feedback,,NA,NA," 
By Tanja Gruschke , Magne Jorgensen","Found in: 11th IEEE International Software Metrics Symposium (METRICS'05) 
Issue Date:September 2005 , pp. 4",no,,
Determining Practice Achievement in Project Management using a Two-Phase Questionnaire on Small and Medium Enterprises,,NA,NA,"
By Ivan Garcia , Luis E. Suarez ","Found in: International Conference on Software Engineering Advances (ICSEA 2007) 
Issue Date:August 2007 , pp. 75",no,,
A Reflective Practice of Automated and Manual Code Reviews for a Studio Project,,NA,NA,"
By Jun-Suk Oh , Ho-Jin Choi ","Found in: Fourth Annual ACIS International Conference on Computer and Information Science (ICIS'05) 
Issue Date:July 2005 , pp. 37-42",no,,
Column Pruning Beats Stratification in Effort Estimation,,NA,NA,"By Omid Jalali , Tim Menzies , Dan Baker , Jairus Hihn ","Found in: Third International Workshop on Predictor Models in Software Engineering (PROMISE'07: ICSE Workshops 2007) , Issue Date:May 2007",no,,
Improving Dynamic Calibration through Statistical Process Control,,NA,NA,"
By Maria Teresa Baldassarre , Nicola Boffoli , Danilo Caivano , Giuseppe Visaggio ","Found in: 21st IEEE International Conference on Software Maintenance (ICSM'05) 
Issue Date:September 2005 , pp. 273-282",no,,
Selecting Best Practices for Effort Estimation,,NA,NA,"By Tim Menzies , Zhihao Chen , Jairus Hihn , Karen Lum ","Found in: IEEE Transactions on Software Engineering 
Issue Date:November 2006 , pp. 883-895",no,,
An Empirical Investigation of the Key Factors for Success in Software Process Improvement,,NA,NA," 
By Tore Dyba ","Found in: IEEE Transactions on Software Engineering
Issue Date:May 2005 , pp. 410-424
",no,,
"Reasons for Software Effort Estimation Error: Impact of Respondent Role, Information Collection Approach, and Data Analysis Method",,NA,NA," 
By Magne Jorgensen , Kjetil Molokken-Ostvold ","Found in: IEEE Transactions on Software Engineering
Issue Date:December 2004 , pp. 993-1007
",no,,
Assessing the Reliability of a Human Estimator,,NA,NA,"
By Gary D. Boetticher , Nazim Lokhandwala ","Found in: Third International Workshop on Predictor Models in Software Engineering (PROMISE'07: ICSE Workshops 2007) , Issue Date:May 2007 , pp. 5
",no,,
Milestone Markets: Software Cost Estimation through Market Trading,,NA,NA," 
By Donald J. Berndt , Joni L. Jones , Dezon Finch 
","Found in: Proceedings of the 39th Annual Hawaii International Conference on System Sciences (HICSS'06) Track 9Issue Date:January 2006 , pp. 230",no,,
An Analysis Framework of Factors Influencing China Software and Information Service Offshore Outsourcing,,NA,NA," 
By Ning Zhang ","Found in: Fifth International Conference on Information Technology: New Generations (itng 2008)
Issue Date:April 2008 , pp. 875-880",no,,
